"분류번호","측정소명","년/월/일","회차","경도","위도","채수시각","DO(㎎/L)","BOD(㎎/L)","COD(㎎/L)","TN(㎎/L)","TP(㎎/L)","TOC(㎎/L)","SS(㎎/L)"
"3101A55","온천천","2023/01/03","1회차","126°59'31.56""","36°47'45.24""","15:00","7.7","5.7","7.5","5.237","0.148","4.0","6.7"
"3203A40","웅천천2","2023/01/03","1회차","126°35'46.6""","36°13'29.3""","11:31","14.2","0.7","2.9","2.574","0.021","2.0","2.5"
"3101A40","원성천","2023/01/03","1회차","127°9'11.88""","36°48'1.44""","14:00","13.2","0.7","6.5","5.873","0.394","4.3","2.7"
"3301A25","전주천1","2023/01/03","1회차","127°10'13.75""","35°48'7.28""","10:40","12.7","0.5","1.5","2.931","0.004","0.8","0.5"
"3101A35","천안천1","2023/01/03","1회차","127°8'46.27""","36°47'57.12""","14:05","14.0","2.2","6.0","5.572","0.275","4.2","5.0"
"3101A50","천안천2","2023/01/03","1회차","127°6'48.36""","36°46'51.62""","14:30","10.5","11.1","9.4","11.858","0.207","5.9","10.3"
"3009A10","갑천1","2023/01/04","1회차","128°24'57.7""","35°6'24""","10:35","13.2","0.7","2.7","3.048","0.112","1.3","1.0"
"3009A15","갑천2","2023/01/04","1회차","127°21'29.2""","36°18'22.1""","11:39","13.5","0.7","3.4","3.389","0.012","1.3","0.8"
"3009A20","갑천3","2023/01/04","1회차","127°20'58.92""","36°21'5.4""","09:58","13.7","1.1","3.7","3.429","0.019","1.5","1.6"
"3009A25","갑천4","2023/01/04","1회차","127°22'45.9""","36°22'25.3""","09:39","13.9","0.7","3.7","3.164","0.015","1.4","1.0"
"3009A65","갑천5","2023/01/04","1회차","127°24'43.9""","36°24'17.2""","12:22","11.1","3.9","8.9","8.807","0.103","4.9","2.8"
"3009A70","갑천6","2023/01/04","1회차","127°23'31""","36°26'10.6""","14:20","13.6","3.0","8.5","8.942","0.082","4.8","2.4"
"3009A80","갑천7","2023/01/04","1회차","127°23'59.87""","36°27'13.72""","10:20","11.3","2.2","8.4","8.805","0.075","7.1","2.8"
"3301A05","고산","2023/01/04","1회차","127°13'1.5""","35°58'27.7""","10:00","12.9","1.0","2.4","1.993","0.003","1.6","1.1"
"3101A60","곡교천2","2023/01/04","1회차","126°56'2.2""","36°49'17.9""","10:50","10.6","6.6","9.4","11.346","0.232","9.4","5.3"
"3012A30","곰나루","2023/01/04","1회차","127°6'39.64""","36°28'27.75""","10:00","13.7","1.4","5.6","5.174","0.030","3.7","1.9"
"3012A40","공주2","2023/01/04","1회차","126°59'13.8""","36°20'31.3""","10:30","13.2","0.9","4.5","4.393","0.038","2.4","1.5"
"3301A55","김제","2023/01/04","1회차","126°57'24""","35°54'24.5""","12:50","13.1","1.6","8.9","9.454","0.086","7.5","7.2"
"3013A20","노성천2","2023/01/04","1회차","127°5'37.04""","36°13'8.6""","13:10","13.6","0.5","2.1","3.888","0.086","1.1","5.4"
"3013A10","논산천2","2023/01/04","1회차","127°12'9.59""","36°10'28.47""","11:48","14.3","0.7","1.2","3.599","0.008","0.9","0.8"
"3013A30","논산천3","2023/01/04","1회차","127°4'49.8""","36°12'35.44""","12:50","14.0","0.9","1.9","4.258","0.084","1.2","4.8"
"3013A50","논산천4","2023/01/04","1회차","127°0'38.2""","36°9'57.3""","13:10","14.4","0.8","4.0","5.431","0.108","3.4","5.2"
"3009A45","대전천1","2023/01/04","1회차","127°27'23.9""","36°17'50""","11:15","19.8","0.8","2.5","5.505","0.016","0.9","0.6"
"3009A50","대전천2","2023/01/04","1회차","127°26'21.9""","36°18'54.1""","11:54","20.1","1.1","3.2","5.020","0.030","1.3","0.6"
"3009A55","대전천3","2023/01/04","1회차","127°25'31.45""","36°19'58.46""","12:04","17.8","1.2","3.5","5.054","0.033","1.4","2.8"
"3009A60","대전천4","2023/01/04","1회차","127°25'5.95""","36°20'20.66""","12:09","18.8","1.2","4.1","5.327","0.114","1.9","1.4"
"3302A40","동진강3","2023/01/04","1회차","126°49'2.7""","35°43'2.9""","11:50","","","","","","",""
"3009A05","두계천","2023/01/04","1회차","127°15'13.7""","36°16'51.9""","11:20","13.7","0.4","1.4","1.947","0.011","1.1","2.6"
"3301A54","마산천","2023/01/04","1회차","126°59'59.6""","35°52'55.9""","11:40","12.8","4.7","5.5","7.406","0.248","3.6","18.4"
"3011A97","미호강10","2023/01/04","1회차","127°19'8.29""","36°31'29.17""","11:30","13.4","1.3","7.4","7.350","0.039","6.1","3.6"
"3013A40","방축천","2023/01/04","1회차","127°3'12.67""","36°10'22.65""","12:40","13.9","1.9","4.8","7.983","0.276","2.1","6.6"
"3010A20","부강","2023/01/04","1회차","127°21'49.14""","36°30'59.78""","11:00","12.7","0.6","5.7","4.111","0.022","4.7","2.3"
"3012A60","부여1","2023/01/04","1회차","126°53'32.8""","36°16'32.6""","10:55","13.8","1.0","5.0","5.152","0.031","3.5","1.8"
"3012A70","부여2","2023/01/04","1회차","126°56'56.1""","36°14'39.1""","11:15","","","","","","",""
"3301A45","삼례","2023/01/04","1회차","127°4'3.2""","35°53'54.4""","10:30","11.0","2.9","8.3","9.881","0.061","6.6","4.8"
"3012A75","석성천2","2023/01/04","1회차","127°1'52.89""","36°14'6.46""","14:00","13.6","0.9","2.5","5.740","0.196","1.4","5.2"
"3005A27","석천","2023/01/04","1회차","127°54'45.5""","36°16'58.5""","11:10","14.4","0.7","2.7","5.127","0.003","1.9","0.8"
"3012A80","성동","2023/01/04","1회차","127°0'12.73""","36°10'22.52""","13:05","15.0","1.6","5.0","4.525","0.043","3.0","3.3"
"3301A10","소양천1","2023/01/04","1회차","127°13'26.42""","35°51'11.74""","14:40","12.8","0.3","1.6","1.517","0.010","0.7","0.4"
"3301A15","소양천2","2023/01/04","1회차","127°9'25.45""","35°52'30.33""","12:40","12.8","0.6","2.7","4.355","0.028","1.2","1.7"
"3013A60","수철천","2023/01/04","1회차","127°5'37.8""","36°6'3.72""","12:15","13.5","1.1","3.0","5.987","0.179","1.0","20.2"
"3014A30","양화","2023/01/04","1회차","126°52'24.13""","36°6'27.13""","11:45","17.8","3.6","6.1","4.182","0.057","3.6","10.6"
"3004A60","영동천1","2023/01/04","1회차","127°46'28""","36°10'25.9""","12:11","15.4","0.8","1.8","5.734","0.011","1.3","1.2"
"3004A70","영동천2","2023/01/04","1회차","127°43'.84""","36°12'37.44""","12:26","14.1","1.1","4.2","6.121","0.007","1.9","3.5"
"3301A57","용암천","2023/01/04","1회차","126°56'20.5""","35°52'34""","11:00","12.7","3.4","12.1","17.098","0.257","7.7","9.6"
"3009A35","유등천2","2023/01/04","1회차","127°23'52.4""","36°16'38.4""","10:44","19.0","0.6","2.3","3.849","0.030","1.1","0.2"
"3009A40","유등천3","2023/01/04","1회차","127°22'53.7""","36°18'15.2""","10:33","19.7","0.9","2.9","2.405","0.012","1.0","0.2"
"3009A62","유등천7","2023/01/04","1회차","127°24'8""","36°21'25.9""","12:27","20.2","1.0","3.2","2.428","0.012","1.3","0.8"
"3301A51","익산천1","2023/01/04","1회차","127°2'6.9""","35°55'29.7""","10:58","13.9","1.6","4.3","4.519","0.065","2.5","6.5"
"3301A52","익산천2","2023/01/04","1회차","127°1'57.9""","35°55'8.8""","10:51","14.0","1.6","4.6","4.733","0.067","2.7","5.0"
"3301A53","익산천3","2023/01/04","1회차","127°1'47.6""","35°54'9.2""","10:45","13.7","1.9","4.5","4.442","0.060","2.6","5.3"
"3008A30","주원천","2023/01/04","1회차","127°29'33.6""","36°20'31.5""","11:36","20.3","1.9","3.9","2.644","0.032","2.0","4.8"
"3005A20","초강1","2023/01/04","1회차","127°55'55.8""","36°12'20.1""","11:44","14.2","0.5","1.7","2.380","0.003","1.3","0.9"
"3005A10","추풍령천","2023/01/04","1회차","127°56'14.7""","36°13'13.7""","11:35","14.7","1.5","3.7","3.548","0.022","1.4","4.3"
"3302A45","고부천1","2023/01/05","1회차","126°45'35.9""","35°39'32.5""","12:00","13.0","2.0","8.3","7.762","0.064","4.8","4.1"
"3302A50","고부천2","2023/01/05","1회차","126°47'15.9""","35°43'38.9""","11:30","12.6","2.9","9.2","6.302","0.089","4.0","7.4"
"3201A10","당진천1","2023/01/05","1회차","126°37'28""","36°53'48.7""","10:35","13.1","1.5","2.6","3.283","0.026","1.4","3.4"
"3202A60","도당천","2023/01/05","1회차","126°31'8.76""","36°44'8.16""","13:55","13.1","1.9","3.9","3.892","0.031","2.0","6.6"
"3202A30","둔당천","2023/01/05","1회차","126°25'48.66""","36°45'39.39""","12:10","12.6","1.3","4.7","5.022","0.039","2.5","4.4"
"3303A10","백천내","2023/01/05","1회차","126°36'36.5""","35°39'17.1""","14:00","11.7","0.7","1.2","3.050","0.001","0.5","0.4"
"3008A10","옥천천","2023/01/05","1회차","127°33'17.4""","36°19'42.2""","10:58","15.2","1.1","3.4","3.000","0.011","1.1","1.6"
"3202A80","와룡천","2023/01/05","1회차","126°32'59""","36°36'1.1""","14:50","12.7","1.0","3.3","6.698","0.025","1.8","2.6"
"3302A07","용호천","2023/01/05","1회차","126°53'35.6""","35°40'47.6""","11:00","13.0","3.3","6.2","4.785","0.106","3.7","8.4"
"3202A20","장검천","2023/01/05","1회차","126°23'23.64""","36°43'16.32""","11:50","13.8","3.7","5.5","10.238","0.077","2.3","4.8"
"3302A25","정읍천1","2023/01/05","1회차","126°52'22.8""","35°33'1.9""","14:00","12.8","1.3","2.6","2.686","0.022","1.1","4.0"
"3302A30","정읍천2","2023/01/05","1회차","126°50'20.4""","35°34'12""","14:20","11.9","1.9","4.4","3.607","0.026","1.6","1.7"
"3302A33","정읍천3","2023/01/05","1회차","126°49'38.6""","35°35'2.8""","12:25","12.7","1.9","4.6","4.218","0.057","2.4","4.7"
"3302A32","천원천","2023/01/05","1회차","126°49'38.6""","35°34'15.6""","13:00","13.1","2.4","6.5","4.692","0.049","3.1","13.8"
"3202A50","청지천","2023/01/05","1회차","126°28'31.8""","36°46'4.08""","13:30","12.6","2.4","4.1","5.812","0.055","2.2","8.6"
"3202A10","태안천","2023/01/05","1회차","126°19'43.38""","36°44'22.91""","11:25","12.0","2.8","7.4","9.700","0.188","4.0","2.6"
"3203A10","광천천","2023/01/06","1회차","126°38'32.28""","36°30'43.56""","14:40","12.7","20.5","27.7","31.510","0.285","13.2","11.3"
"3014A40","길산천1","2023/01/06","1회차","126°43'50.96""","36°4'28.9""","12:30","13.1","1.2","4.1","2.717","0.052","2.4","5.8"
"3203A20","대천천","2023/01/06","1회차","126°35'55.3""","36°20'48.1""","14:05","11.8","3.9","4.6","3.642","0.112","2.6","3.4"
"3101A20","무한천1","2023/01/06","1회차","126°47'9.54""","36°34'7.72""","10:50","17.0","1.8","5.1","5.517","0.045","2.9","2.6"
"3011A80","병천천2","2023/01/06","1회차","127°20'53.3""","36°38'24.6""","10:44","11.7","1.0","2.0","4.680","0.039","2.2","2.1"
"3011A45","보강천2","2023/01/06","1회차","127°34'20.86""","36°47'1.91""","11:37","14.0","1.9","3.2","3.309","0.042","1.8","5.9"
"3011A90","월하천","2023/01/06","1회차","127°17'17.5""","36°34'14.4""","10:25","13.4","0.6","1.9","2.872","0.059","1.2","4.2"
"3012A55","은산천","2023/01/06","1회차","126°52'17.5""","36°17'44.5""","11:50","13.3","1.4","2.5","3.563","0.016","1.7","1.6"
"3012A50","지천1","2023/01/06","1회차","126°51'31.9""","36°19'33.9""","11:40","15.1","0.8","2.4","2.719","0.007","1.4","1.6"
"3203A50","판교천","2023/01/06","1회차","126°40'43.68""","36°5'30.12""","13:30","13.5","2.0","5.5","1.711","0.037","2.8","5.6"
"3001A10","가막","2023/01/09","1회차","127°31'4.1""","35°48'7.6""","12:00","14.2","0.7","3.0","4.511","0.007","1.9","1.4"
"3001A05","구량천","2023/01/09","1회차","127°36'53.72""","35°52'.65""","10:30","14.8","0.8","2.3","3.826","0.013","1.5","1.9"
"3005A25","금상천","2023/01/09","1회차","127°51'28.26""","36°15'20.36""","10:00","14.8","0.5","1.7","2.740","0.006","1.3","0.8"
"3003A30","무주남대천3","2023/01/09","1회차","127°37'12.64""","36°0'9.1""","10:20","13.3","1.0","2.5","3.149","0.013","1.6","1.1"
"3007A40","보청천3","2023/01/09","1회차","127°49'4.7""","36°22'36.72""","13:00","15.8","1.0","3.0","2.663","0.012","2.6","1.8"
"3004A05","부리","2023/01/09","1회차","127°35'36.86""","36°2'56.1""","11:30","14.1","0.6","3.6","1.497","0.008","2.5","0.8"
"3101A05","삽교천1","2023/01/09","1회차","126°43'52.1""","36°41'12.2""","10:45","12.7","1.7","5.4","6.490","0.115","3.3","6.1"
"3101A10","삽교천2","2023/01/09","1회차","126°45'17.57""","36°44'9.85""","10:57","12.8","1.9","5.4","6.352","0.106","3.0","5.7"
"3101A15","삽교천3","2023/01/09","1회차","126°48'53.6""","36°46'26.7""","11:18","14.4","1.5","5.4","6.935","0.105","2.8","3.8"
"3008A02","상곡천","2023/01/09","1회차","127°34'3.84""","36°13'11.72""","12:10","14.0","0.3","1.1","2.967","0.007","0.8","0.4"
"3002A40","용담","2023/01/09","1회차","127°32'7.38""","35°58'14.91""","11:30","12.0","0.6","3.7","1.304","0.008","2.4","1.0"
"3006A05","이원","2023/01/09","1회차","127°40'10.1""","36°14'25""","09:40","14.2","0.7","3.1","1.941","0.008","2.2","1.6"
"3001A30","정자천","2023/01/09","1회차","127°26'24.81""","35°51'22.74""","10:30","14.9","0.6","1.7","2.752","0.006","1.1","0.7"
"3004A40","제원2","2023/01/09","1회차","127°35'21.55""","36°6'59.03""","11:50","13.6","0.6","3.6","1.648","0.008","2.3","0.9"
"3005A30","초강2","2023/01/09","1회차","127°43'17.6""","36°13'49""","10:30","14.4","0.6","2.3","3.214","0.007","1.8","0.7"
"3008A05","추풍천","2023/01/09","1회차","127°30'35.24""","36°14'21.29""","14:00","13.9","0.7","1.8","5.333","0.023","1.1","2.0"
"3012A20","공주1","2023/01/09","2회차","127°7'27.58""","36°27'59.19""","11:30","13.3","1.9","6.7","5.160","0.028","5.0","3.7"
"3012A32","금강","2023/01/09","2회차","127°6'.1""","36°27'52.7""","11:00","13.2","1.9","6.7","4.944","0.029","5.3","4.1"
"3008A40","대청댐","2023/01/09","2회차","127°28'35.5""","36°22'16.2""","14:00","10.6","0.6","4.6","1.421","0.006","3.2","1.2"
"3012A42","부여","2023/01/09","2회차","126°56'39.9""","36°19'19.5""","10:30","","","","","","",""
"3013A80","강경천","2023/01/10","1회차","127°1'29.46""","36°9'44.46""","11:00","14.0","1.9","5.3","9.250","0.331","3.2","9.9"
"3012A15","대교천1","2023/01/10","1회차","127°12'31.7""","36°29'58.8""","10:44","14.3","1.3","2.2","1.680","0.012","1.0","0.9"
"3008A52","대청","2023/01/10","1회차","127°28'30.32""","36°28'33.27""","10:00","10.8","0.7","4.3","1.506","0.007","3.1","1.5"
"3013A70","마산천","2023/01/10","1회차","127°3'19.77""","36°7'7.14""","13:30","13.1","1.2","5.2","7.520","0.399","3.3","3.1"
"3011A53","무심천1","2023/01/10","1회차","127°30'6.27""","36°35'6.1""","11:30","15.1","1.0","2.8","3.064","0.073","1.6","2.0"
"3011A65","무심천3","2023/01/10","1회차","127°27'16.1""","36°40'30.8""","13:20","14.0","4.9","6.0","3.672","0.149","4.7","4.9"
"3011A15","미호강2","2023/01/10","1회차","127°27'41.89""","36°56'10.41""","10:40","13.3","3.8","6.9","8.534","0.226","5.1","5.4"
"3011A40","미호강5","2023/01/10","1회차","127°30'34.8""","36°46'19.7""","10:20","13.6","1.5","5.0","4.506","0.051","4.0","2.7"
"3011A84","미호강9","2023/01/10","1회차","127°18'59.57""","36°34'55.88""","13:50","12.1","2.2","7.8","7.488","0.087","6.5","4.0"
"3011A25","백곡천1","2023/01/10","1회차","127°22'47.6""","36°52'52.4""","15:23","12.8","0.5","3.0","2.364","0.011","1.0","1.3"
"3011A30","백곡천2","2023/01/10","1회차","127°27'41.39""","36°51'16.3""","16:08","12.1","0.8","3.1","1.766","0.012","2.4","2.0"
"3010A30","백천","2023/01/10","1회차","127°21'41.41""","36°31'33.81""","11:40","15.7","0.9","2.2","2.781","0.027","1.6","1.8"
"3011A78","병천천1","2023/01/10","1회차","127°19'33.72""","36°43'27.09""","12:50","13.8","8.8","14.4","5.484","0.180","10.1","3.9"
"3011A43","보강천1","2023/01/10","1회차","127°34'49.96""","36°47'12.95""","12:30","15.7","1.6","3.6","3.490","0.076","2.4","3.2"
"3011A68","석남천","2023/01/10","1회차","127°23'17.65""","36°39'34.28""","14:20","10.9","1.6","4.0","8.826","0.025","2.9","3.2"
"3011A48","성암천","2023/01/10","1회차","127°27'39.63""","36°44'42.04""","11:00","14.3","1.9","3.2","3.044","0.028","2.2","3.4"
"3010A15","세종1","2023/01/10","1회차","127°23'23.41""","36°29'44.91""","14:00","14.1","1.2","5.7","4.031","0.026","4.3","1.9"
"3011A79","용두천","2023/01/10","1회차","127°23'50.27""","36°45'28.08""","14:40","16.3","2.1","4.8","5.370","0.123","3.3","3.3"
"3008A55","용호천","2023/01/10","1회차","127°27'8.04""","36°26'53.6""","10:00","15.0","1.0","1.7","1.804","0.006","1.1","0.6"
"3009A30","유등천1","2023/01/10","1회차","127°22'20.25""","36°14'58.74""","09:30","14.8","0.6","2.2","2.260","0.005","2.2","0.6"
"3011A85","조천1","2023/01/10","1회차","127°18'20.9""","36°36'11.8""","13:26","13.7","1.5","3.2","2.434","0.027","1.5","1.9"
"3011A87","조천2","2023/01/10","1회차","127°17'58.66""","36°35'8.48""","14:20","14.2","1.2","3.7","3.272","0.027","2.4","1.8"
"3101A52","천안천3","2023/01/10","1회차","127°5'23""","36°46'30""","10:40","10.0","8.7","11.2","9.658","0.374","9.5","8.7"
"3011A35","초평천","2023/01/10","1회차","127°31'17.6""","36°50'42.5""","16:19","12.9","0.8","1.7","1.809","0.005","2.1","1.6"
"3011A10","칠장천","2023/01/10","1회차","127°27'9.37""","36°58'16.91""","14:52","11.1","2.7","5.7","9.759","0.091","3.9","3.9"
"3011A17","한천","2023/01/10","1회차","127°30'18.88""","36°54'42.61""","11:30","17.6","2.1","3.9","6.051","0.132","3.3","4.5"
"3009A80","갑천7","2023/01/10","2회차","127°23'59.87""","36°27'13.72""","13:40","13.2","2.2","9.6","7.460","0.106","8.1","3.6"
"3101A60","곡교천2","2023/01/10","2회차","126°56'2.2""","36°49'17.9""","11:50","9.7","5.0","9.7","9.907","0.252","8.7","8.8"
"3012A30","곰나루","2023/01/10","2회차","127°6'39.64""","36°28'27.75""","09:40","12.8","1.5","4.6","5.061","0.039","3.7","3.4"
"3012A40","공주2","2023/01/10","2회차","126°59'13.8""","36°20'31.3""","10:10","13.4","1.1","6.3","5.471","0.031","3.4","2.5"
"3011A97","미호강10","2023/01/10","2회차","127°19'8.29""","36°31'29.17""","13:00","13.3","1.7","7.2","6.626","0.050","5.4","4.5"
"3010A20","부강","2023/01/10","2회차","127°21'49.14""","36°30'59.78""","11:00","12.8","1.1","5.7","3.877","0.025","4.3","1.7"
"3012A60","부여1","2023/01/10","2회차","126°53'32.8""","36°16'32.6""","10:35","13.8","1.0","5.5","4.486","0.025","2.8","2.0"
"3012A70","부여2","2023/01/10","2회차","126°56'56.1""","36°14'39.1""","11:10","","","","","","",""
"3012A80","성동","2023/01/10","2회차","127°0'12.73""","36°10'22.52""","12:30","14.7","1.8","5.8","5.148","0.039","3.7","4.1"
"3014A30","양화","2023/01/10","2회차","126°52'24.13""","36°6'27.13""","11:50","18.9","3.4","14.5","4.705","0.065","3.7","11.5"
"3014A10","강경","2023/01/11","1회차","127°0'23.9""","36°9'15.3""","14:00","16.3","2.4","6.2","4.984","0.060","5.1","8.1"
"3014A50","금강갑문","2023/01/11","1회차","126°45'10.9""","36°0'52.4""","14:00","18.3","4.0","7.9","3.405","0.030","6.7","12.4"
"3012A65","금천","2023/01/11","1회차","126°53'7.52""","36°14'53.49""","11:40","13.9","1.7","4.9","3.630","0.062","3.3","7.0"
"3014A45","길산천2","2023/01/11","1회차","126°44'23.17""","36°2'41.9""","14:50","13.1","3.2","8.5","3.734","0.094","6.3","10.2"
"3101A70","남원천","2023/01/11","1회차","126°46'35.94""","36°51'31.43""","10:50","11.8","2.5","7.1","8.753","0.158","5.2","4.9"
"3013A17","노성천1","2023/01/11","1회차","127°8'21.07""","36°18'35.24""","12:20","14.9","0.6","2.1","3.378","0.064","1.4","3.7"
"3013A05","논산천1","2023/01/11","1회차","127°15'31.02""","36°7'11.05""","10:20","14.3","0.3","1.0","2.138","0.003","0.8","0.3"
"3012A17","대교천2","2023/01/11","1회차","127°14'17.58""","36°28'26.45""","11:10","16.8","0.8","2.7","1.916","0.015","1.8","1.3"
"3302A05","동진강1","2023/01/11","1회차","126°58'42.1""","35°36'57.9""","09:40","13.7","0.9","3.1","2.499","0.011","1.9","0.4"
"3302A10","동진강2","2023/01/11","1회차","126°52'4.23""","35°40'58.97""","10:06","13.1","1.5","5.8","4.306","0.056","3.7","3.5"
"3012A37","목면","2023/01/11","1회차","127°0'31.9""","36°23'3.6""","12:00","13.9","1.3","5.9","5.083","0.025","4.4","3.7"
"3011A60","무심천2","2023/01/11","1회차","127°29'1.82""","36°38'8.85""","14:02","15.6","0.9","2.9","2.683","0.035","2.0","1.1"
"3007A10","보청천1","2023/01/11","1회차","127°40'39.8""","36°32'32""","11:28","12.5","0.4","1.7","2.166","0.003","1.2","1.0"
"3007A20","보청천2","2023/01/11","1회차","127°43'26.8""","36°28'54.8""","11:46","11.7","0.4","2.4","2.549","0.005","1.0","1.3"
"3004A30","봉황천","2023/01/11","1회차","127°33'6.39""","36°6'38.12""","12:05","15.2","0.7","3.3","3.453","0.023","1.6","1.9"
"3014A15","산북천","2023/01/11","1회차","126°56'32.99""","36°6'28.06""","13:00","12.3","2.4","6.6","9.131","0.640","4.5","15.8"
"3007A35","삼가천","2023/01/11","1회차","127°48'42.2""","36°26'14""","12:11","12.0","0.5","1.7","3.216","0.007","0.9","1.1"
"3012A73","석성천1","2023/01/11","1회차","127°4'2.08""","36°15'40.69""","13:10","15.2","0.8","2.5","3.866","0.071","1.7","1.8"
"3012A77","석성천3","2023/01/11","1회차","126°59'47.88""","36°12'13.96""","14:00","15.4","2.4","4.2","5.026","0.129","2.9","6.0"
"3012A19","세종2","2023/01/11","1회차","127°11'46""","36°26'29.98""","11:00","14.7","1.2","6.2","4.824","0.025","4.7","2.3"
"3013A15","연산천","2023/01/11","1회차","127°13'38.95""","36°14'44.46""","11:30","14.0","0.9","1.6","3.236","0.026","1.1","2.5"
"3004A50","영동","2023/01/11","1회차","127°42'27.7""","36°12'43.4""","10:35","13.6","0.7","3.4","1.719","0.004","2.3","1.4"
"3012A08","용수천1","2023/01/11","1회차","127°16'30.81""","36°25'40.22""","09:40","15.6","0.9","2.2","1.994","0.005","1.3","1.3"
"3012A10","용수천2","2023/01/11","1회차","127°16'25.68""","36°27'31.68""","10:20","15.7","0.6","3.0","1.932","0.017","2.3","12.5"
"3302A55","원평천1","2023/01/11","1회차","126°55'6.9""","35°44'48.3""","10:24","13.3","2.1","6.6","5.553","0.045","3.9","6.7"
"3012A35","유구천","2023/01/11","1회차","127°3'4.34""","36°28'5.61""","13:40","14.7","0.7","2.3","2.680","0.009","1.5","1.7"
"3012A53","정동","2023/01/11","1회차","126°55'23.9""","36°18'11.6""","13:00","16.1","1.2","5.7","4.798","0.022","4.2","2.5"
"3012A25","정안천","2023/01/11","1회차","127°7'32.07""","36°28'17.16""","12:10","14.2","0.8","3.0","4.074","0.020","1.9","12.0"
"3004A20","제원1","2023/01/11","1회차","127°34'.88""","36°6'39.83""","11:55","13.4","0.6","3.2","1.502","0.005","2.3","0.7"
"3012A52","지천2","2023/01/11","1회차","126°54'48.92""","36°19'18.79""","10:50","14.0","0.8","2.3","2.711","0.010","1.8","2.0"
"3008A50","품곡천","2023/01/11","1회차","127°31'32.9""","36°30'48.8""","10:34","12.5","0.6","3.0","2.098","0.034","1.1","1.8"
"3007A30","항건천","2023/01/11","1회차","127°41'17""","36°28'48.5""","11:14","11.8","0.4","3.3","2.382","0.007","2.0","1.1"
"3008A20","회인천","2023/01/11","1회차","127°25'55.5""","36°31'22.27""","10:55","12.1","0.4","1.6","3.448","0.006","0.9","1.0"
"3013A50","논산천4","2023/01/11","2회차","127°0'38.2""","36°9'57.3""","14:30","14.9","2.0","4.6","6.313","0.205","3.3","4.5"
"3012A05","연기","2023/01/11","2회차","127°16'15.4""","36°28'40.7""","10:00","14.4","1.8","6.9","5.427","0.037","5.1","4.3"
"3006A10","옥천","2023/01/11","2회차","127°38'44.8""","36°16'59.6""","10:15","14.0","0.6","3.5","2.261","0.006","2.3","1.4"
"3008A60","현도","2023/01/11","2회차","127°27'9.78""","36°26'56.95""","09:30","10.1","0.6","4.2","1.479","0.006","2.3","1.1"
"3302A52","고부천3","2023/01/12","1회차","126°46'46.16""","35°44'27.67""","11:50","13.9","2.8","9.3","8.967","0.113","7.6","20.5"
"3101A30","곡교천1","2023/01/12","1회차","127°7'36.85""","36°45'8.02""","12:21","14.6","0.8","4.7","3.482","0.036","2.0","2.8"
"3201A20","당진천2","2023/01/12","1회차","126°37'45.6""","36°56'29.4""","11:08","12.3","1.6","3.2","5.724","0.100","3.1","2.6"
